movie_id,title,tags
58,Pirates of the Caribbean: Dead Man's Chest,pirat caribbean dead man chest adventur fantasi action witch fortun teller bondag exot island monster captain card game east india trade compani compass ship daughter pirat swashbuckl aftercreditssting johnni depp orlando bloom keira knightley stellan skarsgård gore verbinski captain jack sparrow work way blood debt ghost davey jone also attempt avoid etern damnat
57201,The Lone Ranger,lone ranger action adventur western texa hors survivor texa ranger partner outlaw escap lawyer train lone ranger comanch the lone ranger tonto johnni depp armi hammer william fichtner helena bonham carter gore verbinski texa ranger chase gang outlaw led butch cavendish gang ambush ranger seem kill one survivor found howev american indian name tonto nurs back health ranger don mask ride white stallion name silver team tonto bring unscrupul gang other ilk justic
49521,Man of Steel,man steel action adventur fantasi scienc fiction save the world dc comic superhero base on comic book superhuman alien invas reboot super power dc extend univers henri cavil ami adam michael shannon kevin costner zack snyder young boy learn extraordinari power earth young man journey discov came sent hero must emerg save world annihil becom symbol hope mankind
2454,The Chronicles of Narnia: Prince Caspian,chronicl narnia princ caspian adventur famili fantasi base on novel fiction place brother sister relationship lion human be wretch leap in time matter of life and death faith uncl narnia fantasi world ben barn william moseley anna popplewel skandar keyn andrew adamson one year incred adventur lion witch wardrob peter edmund luci susan pevensi return narnia aid young princ whose life threaten evil king miraz help color cast new charact includ trufflehunt badger nikabrik dwarf pevensi clan embark incred quest ensur narnia return right heir
24428,The Avengers,aveng scienc fiction action adventur new york shield marvel comic superhero base on comic book alien invas superhero team aftercreditssting duringcreditssting marvel cinemat univers robert downey jr. chris evan mark ruffalo chris hemsworth joss whedon unexpect enemi emerg threaten global safeti secur nick furi director intern peacekeep agenc known h e l find need team pull world back brink disast span globe dare recruit effort begin
1865,Pirates of the Caribbean: On Stranger Tides,pirat caribbean stranger tide adventur action fantasi sea captain mutini sword prime minist sail silver ship duke mermaid pirat soldier battl swashbuckl aftercreditssting 3d johnni depp penélop cruz ian mcshane kevin mcnalli rob marshal captain jack sparrow cross path woman past sure love ruthless con artist use find fabl fountain youth forc aboard queen ann reveng ship formid pirat blackbeard jack find unexpect adventur know fear blackbeard woman past
41154,Men in Black 3,men black 3 action comedi scienc fiction time travel time machin alien fiction govern agenc see the futur chang histori will smith tommi lee jone josh brolin michael stuhlbarg barri sonnenfeld agent j smith k tommi lee jone back time j seen inexplic thing 15 year men black noth even alien perplex much wri retic partner k life fate planet put stake agent j travel back time put thing right j discov secret univers k never told secret reveal team young agent k josh brolin save partner agenc futur humankind
122917,The Hobbit: The Battle of the Five Armies,hobbit battl five armi action adventur fantasi corrupt elv dwarv orc middle-earth (tolkien) hobbit dragon battl unlik friendship epic battl sword and sorceri martin freeman ian mckellen richard armitag ken stott peter jackson immedi event desol smaug bilbo dwarv tri defend erebor mountain treasur other claim men ruin laketown elv mirkwood meanwhil armi orc led azog defil march erebor fuel rise dark lord sauron dwarv elv men must unit hope middl earth fall bilbo hand
1930,The Amazing Spider-Man,amaz spider man action adventur fantasi loss of father vigilant serum marvel comic scientif experi spider bite mask vigilant reboot super power genet engin social outcast duringcreditssting andrew garfield emma stone rhys ifan deni leari marc webb peter parker outcast high schooler abandon parent boy leav rais uncl ben aunt may like teenag peter tri figur got person today peter discov mysteri briefcas belong father begin quest understand parent disappear lead direct oscorp lab dr curt connor father former partner spider man set collis cours connor alter ego lizard peter make life alter choic use power shape destini becom hero
20662,Robin Hood,robin hood action adventur robin hood archer knight sherwood forest bow and arrow middl age mediev king of england russel crow cate blanchett max von sydow william hurt ridley scott soldier robin happen upon die robert loxley promis return man sword famili nottingham assum robert ident romanc widow marion draw ire town sheriff king john henchman godfrey
57158,The Hobbit: The Desolation of Smaug,hobbit desol smaug adventur fantasi elv dwarv orc hobbit dragon wizard sword and sorceri martin freeman ian mckellen richard armitag ken stott peter jackson dwarv bilbo gandalf success escap misti mountain bilbo gain one ring continu journey get gold back dragon smaug
2268,The Golden Compass,golden compass adventur fantasi england compass experi lordship uncl polar bear orphan anim base on young adult novel dakota blue richard nicol kidman daniel craig sam elliott chris weitz overhear shock secret precoci orphan lyra belacqua trade carefre exist roam hall jordan colleg otherworld adventur far north unawar part destini
254,King Kong,king kong adventur drama action film busi screenplay show busi film make film produc exot island monster indigen ship dinosaur naomi watt jack black adrien brodi thoma kretschmann peter jackson 1933 new york over ambiti movi produc coerc cast hire ship crew travel mysteri skull island encount kong giant ape immedi smitten lead ladi
597,Titanic,titan drama romanc thriller shipwreck iceberg ship panic titan ocean liner epic rich woman - poor man love disast tragic love class differ imax star cross lover steerag salvag rich snob 3d 1910s kate winslet leonardo dicaprio franc fisher billi zane jame cameron 84 year later 101 year old woman name rose dewitt bukat tell stori granddaught lizzi calvert brock lovett lewi bodin bobbi buell anatoli mikailavich keldysh life set april 10th 1912 ship call titan young rose board depart ship upper class passeng mother ruth dewitt bukat fiancé caledon hockley meanwhil drifter artist name jack dawson best friend fabrizio de rossi win third class ticket ship game explain whole stori departur death titan first last voyag april 15th 1912 2 20 morn
271110,Captain America: Civil War,captain america civil war adventur action scienc fiction civil war war marvel comic sequel superhero base on comic book imax aftercreditssting duringcreditssting marvel cinemat univers 3d chris evan robert downey jr. scarlett johansson sebastian stan anthoni russo joe russo follow event age ultron collect govern world pass act design regul superhuman activ polar opinion amongst aveng caus two faction side iron man captain america caus epic battl former alli
44833,Battleship,battleship thriller action adventur scienc fiction fight u.s. navi mind read hong kong soccer scientist fiction war naval armada battleship naval combat jds myoko lost communic taser buoy communic expert joint chief of staff crash land jet fighter pilot navi lieuten permiss to marri uss john paul jone base on board game aftercreditssting mighti mo uss missouri taylor kitsch alexand skarsgård rihanna brooklyn decker peter berg mankind beam radio signal space repli come planet g form sever alien craft splash water hawaii lieuten alex hopper weapon offic assign uss john paul jone part intern naval coalit becom world last hope surviv engag hostil alien forc unimagin strength take invad hopper must also tri live potenti brother fiancé father admir shane expect
135397,Jurassic World,jurass world action adventur scienc fiction thriller monster dna tyrannosaurus rex velociraptor island sequel suspens disast escap dinosaur amus park anim attack theme park jurass park 3d anim horror chris pratt bryce dalla howard irrfan khan vincent d'onofrio colin trevorrow twenti two year event jurass park isla nublar featur fulli function dinosaur theme park jurass world origin envis john hammond
37724,Skyfall,skyfal action adventur thriller spi secret agent sociopath killer art galleri british secret servic istanbul turkey imax uzi boobi trap imperson a polic offic macao daniel craig judi dench javier bardem ralph fienn sam mend bond latest assign goe grave wrong agent around world expos mi6 attack forc reloc agenc event caus author posit challeng gareth mallori new chairman intellig secur committe mi6 compromis insid left one alli trust bond 007 take shadow aid field agent eve follow trail mysteri silva whose lethal hidden motiv yet reveal
558,Spider-Man 2,spider man 2 action adventur fantasi dual ident love of one life pizza boy marvel comic sequel superhero doctor scientist tentacl death super villain tobey maguir kirsten dunst jame franco alfr molina sam raimi peter parker go major ident crisi burn spider man decid shelv superhero alter ego leav citi suffer wake carnag left evil doc ock meantim parker still act feel mari jane watson girl love sinc childhood
68721,Iron Man 3,iron man 3 action adventur scienc fiction terrorist war on terror tennesse malibu marvel comic superhero base on comic book toni stark iron man aftercreditssting marvel cinemat univers mandarin 3d war machin iron patriot extremi robert downey jr. gwyneth paltrow don cheadl guy pearc shane black toni stark world torn apart formid terrorist call mandarin start odyssey rebuild retribut
12155,Alice in Wonderland,alic wonderland famili fantasi adventur base on novel fiction place queen fantasi alic in wonderland fantasi world 3d mia wasikowska johnni depp ann hathaway helena bonham carter tim burton alic unpretenti individu 19 year old betroth dunc english nobleman engag parti escap crowd consid whether go marriag fall hole garden spot unusu rabbit arriv strang surreal place call underland find world resembl nightmar child fill talk anim villain queen knight frumious bandersnatch alic realiz reason conquer horrif jabberwocki restor right queen throne
36668,X-Men: The Last Stand,x men last stand adventur action scienc fiction thriller mutant marvel comic base on comic book superhuman beast cyclop aftercreditssting hugh jackman hall berri ian mckellen patrick stewart brett ratner cure found treat mutat line drawn amongst x men brotherhood band power mutant organ xavier former alli magneto
62211,Monsters University,monster univers anim famili monster dormitori game anim best friend univers scari aftercreditssting billi crystal john goodman steve buscemi helen mirren dan scanlon look relationship mike sulley day monster univers necessarili best friend
8373,Transformers: Revenge of the Fallen,transform reveng fallen scienc fiction action adventur egypt sun chao symbol artifact transform tank robot imax duringcreditssting shia labeouf megan fox josh duhamel rainn wilson michael bay sam witwicki leav autobot behind normal life mind fill cryptic symbol decepticon target drag back transform war
91314,Transformers: Age of Extinction,transform age extinct scienc fiction action adventur sequel alien transform giant robot robot imax transform robot mark wahlberg stanley tucci kelsey grammer nicola peltz michael bay human pick piec follow conclus transform dark moon autobot decepticon vanish face planet howev group power ingeni businessman scientist attempt learn past transform incurs push boundari technolog beyond control ancient power transform menac set earth cross hair
68728,Oz: The Great and Powerful,oz great power fantasi adventur famili circus witch magic hope illus lost magic trick wizard 3d jame franco mila kuni rachel weisz michell william sam raimi oscar digg small time circus illusionist con artist whisk kansa land oz inhabit assum great wizard propheci save oz clutch evil
102382,The Amazing Spider-Man 2,amaz spider man 2 action adventur fantasi obsess marvel comic sequel base on comic book electrocut medic experi electr super power andrew garfield emma stone jami foxx dane dehaan marc webb peter parker life busi take bad guy spider man spend time person love gwen staci high school graduat cannot come quick enough peter forgotten promis made gwen father protect stay away promis cannot keep thing chang peter new villain electro emerg old friend harri osborn return peter uncov new clue past
20526,TRON: Legacy,tron legaci adventur action scienc fiction artifici intellig secret ident comput program dystopia comput decept duel motorcycl neon light autocraci garrett hedlund jeff bridg olivia wild bruce boxleitn joseph kosinski sam flynn tech savvi dare son kevin flynn investig father disappear pull grid help mysteri program name quorra sam quest stop evil dictat clu cross real world
49013,Cars 2,car 2 anim famili adventur comedi car race sequel comedi anthropomorph best friend duringcreditssting owen wilson larri the cabl guy michael cain emili mortim john lasset brad lewi star race car lightn mcqueen pal mater head oversea compet world grand prix race road championship becom rocki mater get caught intrigu adventur intern espionag
44912,Green Lantern,green lantern adventur action thriller scienc fiction dc comic transform superhero alien alien infect magic object protector super power origin 3d ryan reynold blake live peter sarsgaard tim robbin martin campbel centuri small power forc warrior call green lantern corp sworn keep intergalact order green lantern wear ring grant superpow new enemi call parallax threaten destroy balanc power univers fate fate earth lie hand first human ever recruit
10193,Toy Story 3,toy stori 3 anim famili comedi hostag colleg toy barbi anim escap day care teddi bear duringcreditssting toy come to life personif inanim object come to life toy stori tom hank tim allen ned beatti joan cusack lee unkrich woodi buzz rest andi toy play year andi go colleg gang find accident left nefari day care center toy must band togeth escap return home andi
534,Terminator Salvation,termin salvat action scienc fiction thriller save the world artifici intellig propheci san francisco cyborg killer robot gas station post-apocalypt dystopia armi firearm wartim los angel christian bale sam worthington anton yelchin moon bloodgood mcg grown post apocalypt 2018 john connor must lead resist human increas domin militarist robot marcus wright appear exist confus mission connor tri determin whether wright come futur past whether friend foe
168259,Furious 7,furious 7 action car race speed reveng suspens car race muscl car vin diesel paul walker dwayn johnson michell rodriguez jame wan deckard shaw seek reveng domin toretto famili comatos brother
72190,World War Z,world war z action drama horror scienc fiction thriller dystopia apocalyps zombi nuclear weapon multipl perspect zombi apocalyps brad pitt mireill eno abigail hargrov sterl jerin marc forster life former unit nation investig gerri lane famili seem content sudden world plagu mysteri infect turn whole human popul rampag mindless zombi bare escap chao lane persuad go mission investig diseas follow peril trek around world lane must brave horrif danger long odd find answer human civil fall
127585,X-Men: Days of Future Past,x men day futur past action adventur fantasi scienc fiction 1970s mutant time travel marvel comic base on comic book superhuman storm beast aftercreditssting chang the past or futur hugh jackman jame mcavoy michael fassbend jennif lawrenc bryan singer ultim x men ensembl fight war surviv speci across two time period join forc younger selv epic battl must chang past save futur
54138,Star Trek Into Darkness,star trek dark action adventur scienc fiction spacecraft friendship sequel futurist space alien imax space opera terrorist bomb 3d chris pine zachari quinto zoe saldana karl urban j.j. abram crew enterpris call back home find unstopp forc terror within organ deton fleet everyth stand leav world state crisi person score settl captain kirk lead manhunt war zone world captur one man weapon mass destruct hero propel epic chess game life death love challeng friendship torn apart sacrific must made famili kirk left crew
81005,Jack the Giant Slayer,jack giant slayer action famili fantasi base on fairi tale giant nichola hoult eleanor tomlinson ewan mcgregor stanley tucci bryan singer stori ancient war reignit young farmhand unwit open gateway world fearsom race giant unleash earth first time centuri giant strive reclaim land lost forc young man jack battl life stop fight kingdom peopl love brave princess come face face unstopp warrior thought exist legend get chanc becom legend
64682,The Great Gatsby,great gatsbi drama romanc base on novel infidel obsess hope 3d leonardo dicaprio tobey maguir carey mulligan joel edgerton baz luhrmann adapt f scott fitzgerald long island set novel midwestern nick carraway lure lavish world neighbor jay gatsbi soon enough howev carraway see crack gatsbi nouveau rich exist obsess mad tragedi await
9543,Prince of Persia: The Sands of Time,princ persia sand time adventur fantasi action romanc persia sandstorm brother against brother armageddon regent base on video game jake gyllenha gemma arterton ben kingsley alfr molina mike newel rogu princ reluct join forc mysteri princess togeth race dark forc safeguard ancient dagger capabl releas sand time gift god revers time allow possessor rule world
68726,Pacific Rim,pacif rim action scienc fiction adventur dystopia giant robot giant monster apocalyps imax duringcreditssting 3d idri elba charli hunnam charli day ron perlman guillermo del toro legion monstrous creatur known kaiju start rise sea war began would take million live consum human resourc year end combat giant kaiju special type weapon devis massiv robot call jaeger control simultan two pilot whose mind lock neural bridg even jaeger prove near defenseless face relentless kaiju verg defeat forc defend mankind choic turn two unlik hero wash former pilot charli hunnam untest traine rinko kikuchi team drive legendari seem obsolet jaeger past togeth stand mankind last hope mount apocalyps
38356,Transformers: Dark of the Moon,transform dark moon action scienc fiction adventur moon spacecraft traitor bodyguard alien planet base on cartoon transform giant robot sabotag word domin commando duringcreditssting shia labeouf john malkovich ken jeong franc mcdormand michael bay sam witwicki take first tenuous step adulthood remain reluct human alli autobot leader optimus prime film center around space race ussr usa suggest hidden transform role remain one planet danger secret
217,Indiana Jones and the Kingdom of the Crystal Skull,indiana jone kingdom crystal skull adventur action save the world riddl whip treasur mexico citi leather jacket machinegun alien phenomenon maya civil peru treasur hunt nuclear explos refriger archaeologist indiana jone archeology  harrison ford cate blanchett shia labeouf ray winston steven spielberg set cold war soviet led sword wield irina spalko search crystal skull supernatur power relat mystic lost citi gold captur escap indi coerc head peru behest young man whose friend indi colleagu professor oxley captur knowledg skull whereabout
105864,The Good Dinosaur,good dinosaur adventur anim famili tyrannosaurus rex friend altern histori dinosaur fear storm natur human journey raymond ochoa jack bright jeffrey wright franc mcdormand peter sohn epic journey world dinosaur apatosaurus name arlo make unlik human friend
62177,Brave,brave anim adventur comedi famili action fantasi scotland rebel braveri kingdom archer wish bear scot rebelli daughter turn into anim archeri ruin aftercreditssting peac offer woman director courag 3d kelli macdonald juli walter billi connolli emma thompson brenda chapman mark andrew steve purcel brave set mystic scottish highland mérida princess kingdom rule king fergus queen elinor unruli daughter accomplish archer mérida one day defi sacr custom land inadvert bring turmoil kingdom attempt set thing right mérida seek eccentr old wise woman grant ill fate wish also figur mérida quest serv comic relief kingdom three lord enorm lord macguffin sur lord macintosh disagre lord dingwal
188927,Star Trek Beyond,star trek beyond action adventur scienc fiction sequel strand hatr space opera chris pine zachari quinto karl urban simon pegg justin lin uss enterpris crew explor furthest reach unchart space encount mysteri new enemi put everyth feder stand test
10681,WALL·E,wall e anim famili romant comedi ben burtt elissa knight jeff garlin fred willard andrew stanton wall e last robot left earth overrun garbag human fled outer space 700 year continu tri clean mess develop rather interest human like qualiti ship arriv sleek new type robot wall e think final found friend stow away ship leav
5174,Rush Hour 3,rush hour 3 action comedi crime thriller ambassador chris tucker jacki chan hiroyuki sanada max von sydow brett ratner attempt assassin ambassador han inspector lee detect carter back action head pari protect french woman knowledg triad secret leader lee also hold secret meet unit nation author person struggl chines crimin mastermind name kenji reveal lee long lost brother
14161,2012,2012 action adventur scienc fiction civil natur disast end of the world disast apocalyps destruct volcan erupt mayan ark solar destruct  of mankind john cusack amanda peet chiwetel ejiofor thandi newton roland emmerich dr adrian helmsley part worldwid geophys team investig effect earth radiat unpreced solar storm learn earth core heat warn u presid thoma wilson crust earth becom unstabl without proper prepar save fraction world popul entir race doom meanwhil writer jackson curti stumbl inform world leader race build ark escap impend cataclysm curti struggl find way save famili meanwhil volcan erupt earthquak unpreced strength wreak havoc around world
17979,A Christmas Carol,christma carol anim drama holiday base on novel victorian england money christma eve scroog christma carol ghost lesson charl dicken christma gari oldman jim carrey steve valentin daryl sabara robert zemecki miser ebenez scroog awaken christma eve spirit reveal miser exist opportun wast youth current cruelti dire fate await chang way scroog face stori grow bitter mean must decid futur hold death redempt
76757,Jupiter Ascending,jupit ascend scienc fiction fantasi action adventur jupit space woman director 3d interspeci romanc mila kuni chan tatum sean bean eddi redmayn lilli wachowski lana wachowski univers human genet materi precious commod impoverish young earth woman becom key strateg maneuv intern strife within power dynasti
258489,The Legend of Tarzan,legend tarzan action adventur africa feral child tarzan jungl anim attack alexand skarsgård margot robbi christoph waltz samuel l. jackson david yate tarzan acclim life london call back former home jungl investig activ mine encamp
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",chronicl narnia lion witch wardrob adventur famili fantasi save the world witch base on novel brother sister relationship self sacrific winter cupboard beaver lion fairy-tal figur battl narnia fantasi world duringcreditssting william moseley anna popplewel skandar keyn georgi henley andrew adamson sibl luci edmund susan peter step magic wardrob find land narnia discov charm peac kingdom plung etern winter evil white witch jadi aid wise magnific lion aslan children lead narnia spectacular climact battl free witch glacial power forev
246655,X-Men: Apocalypse,x men apocalyps scienc fiction mutant supernatur power marvel comic superhero base on comic book superhuman apocalyps superhero team world domin aftercreditssting 1980s jame mcavoy michael fassbend jennif lawrenc nichola hoult bryan singer emerg world first mutant world destroy apocalyps x men must unit defeat extinct level plan
155,The Dark Knight,dark knight drama action crime thriller dc comic crime fighter secret ident scarecrow sadism chao gotham citi vigilant joker superhero base on comic book tragic hero organ crime crimin mastermind district attorney imax super villain super power batman christian bale heath ledger aaron eckhart michael cain christoph nolan batman rais stake war crime help lt jim gordon district attorney harvey dent batman set dismantl remain crimin organ plagu street partnership prove effect soon find prey reign chao unleash rise crimin mastermind known terrifi citizen gotham joker
14160,Up,anim comedi famili adventur age differ central and south america balloon anim float in the air duringcreditssting explor ed asner christoph plummer jordan nagai bob peterson pete docter carl fredricksen spent entir life dream explor globe experienc life fullest age 78 life seem pass twist fate persist 8 year old wilder explor name russel give new leas life
15512,Monsters vs Aliens,monster vs alien anim famili adventur scienc fiction alien giant robot duringcreditssting seth rogen rees witherspoon hugh lauri paul rudd conrad vernon rob letterman susan murphi unwit clobber meteor full outer space gunk wed day mysteri grow 49 feet 11 inch militari jump action captur susan secret away covert govern compound renam ginormica place confin ragtag group monster
1726,Iron Man,iron man action scienc fiction adventur middl east arm dealer malibu marvel comic superhero base on comic book toni stark iron man aftercreditssting marvel cinemat univers counter terror agent coulson robert downey jr. terrenc howard jeff bridg shaun toub jon favreau held captiv afghan cave billionair engin toni stark creat uniqu weapon suit armor fight evil
44826,Hugo,hugo adventur drama famili librari clock film director key toy boy love orphan robot automaton hide filmmak leg brace doberman 3d ben kingsley sacha baron cohen asa butterfield chloë grace moretz martin scorses hugo orphan boy live wall train station 1930s pari learn fix clock gadget father uncl put use keep train station clock run thing left connect dead father automaton mechan man work without special key hugo need find unlock secret believ contain adventur meet shopkeep georg meli work train station adventur seek god daughter hugo find surpris connect father automaton discov unlock memori old man buri insid regard past
8487,Wild Wild West,wild wild west action adventur comedi scienc fiction western steampunk base on tv seri steam locomot drag will smith kevin kline kenneth branagh salma hayek barri sonnenfeld legless southern inventor dr arliss loveless plan rekindl civil war assassin presid u grant two men stop gunfight jame west master disguis inventor artemus gordon two must team thwart loveless plan
1735,The Mummy: Tomb of the Dragon Emperor,mummi tomb dragon emperor adventur action fantasi brendan fraser jet li john hannah maria bello rob cohen archaeologist rick connel travel china pit emperor 2 000 year old han dynasti return dead pursu quest world domin time connel enlist help wife son quash call dragon emperor abus supernatur power
297761,Suicide Squad,suicid squad action adventur crime fantasi scienc fiction dc comic share univers anti hero secret mission villain superhero supervillain dc extend univers will smith margot robbi joel kinnaman viola davi david ayer dc comic come suicid squad antihero team incarcer supervillain act deniabl asset unit state govern undertak high risk black op mission exchang commut prison sentenc
2698,Evan Almighty,evan almighti fantasi comedi famili father son relationship daili life marri coupl support father marriag faith baustell rescu anim natur duringcreditssting noah ark steve carel lauren graham john goodman jimmi bennett tom shadyac god contact congressman evan baxter tell build ark prepar great flood
137113,Edge of Tomorrow,edg tomorrow action scienc fiction deja vu time warp restart dystopia war alien militari offic soldier alien invas exoskeleton tom cruis emili blunt brendan gleeson bill paxton doug liman major bill cage offic never seen day combat unceremoni demot drop combat cage kill within minut manag take alpha alien awaken back begin day forc fight die physic contact alien thrown time loop
9804,Waterworld,waterworld adventur action ocean tattoo mutant water dystopia doomsday kevin costner chaim girafi rick avil r. d. call kevin reynold futurist world polar ice cap melt made earth liquid planet beauti barmaid rescu mutant seafar float island prison escap along young charg enola sail aboard ship trio soon becom target menac pirat covet map dryland tattoo enola back
14869,G.I. Joe: The Rise of Cobra,g joe rise cobra adventur action thriller scienc fiction terrorist secret hostag technolog warhead govern presid reveng murder attack explos scientist laser evil cobra denni quaid chan tatum marlon wayan sienna miller stephen sommer egyptian desert deep polar ice cap elit g joe team use latest next generat spi militari equip fight corrupt arm dealer destro grow threat mysteri cobra organ prevent plung world chao
150540,Inside Out,insid drama comedi anim famili dream cartoon imaginari friend anim famili move kid unicorn duringcreditssting 3d emot ami poehler phylli smith richard kind bill hader pete docter grow bumpi road except riley uproot midwest life father start new job san francisco like us riley guid emot joy fear anger disgust sad emot live headquart control center insid riley mind help advis everyday life riley emot struggl adjust new life san francisco turmoil ensu headquart although joy riley main import emot tri keep thing posit emot conflict best navig new citi hous school
278927,The Jungle Book,jungl book famili adventur drama fantasi base on novel snake wolf eleph tiger feral child panther remak bear jungl talk anim orphan anim talk to anim neel sethi bill murray ben kingsley idri elba jon favreau threat tiger shere khan forc flee jungl man cub name mowg embark journey self discoveri help panther bagheera free spirit bear baloo
10138,Iron Man 2,iron man 2 adventur action scienc fiction malibu marvel comic superhero base on comic book reveng aftercreditssting marvel cinemat univers robert downey jr. gwyneth paltrow don cheadl scarlett johansson jon favreau world awar dual life armor superhero iron man billionair inventor toni stark face pressur govern press public share technolog militari unwil let go invent stark pepper pott jame rhodey rhode side must forg new allianc confront power enemi
58595,Snow White and the Huntsman,snow white huntsman adventur fantasi drama queen magic fairi tale immort forest decept woman etern youth snow white evil queen evil stepmoth imprison sorceress kristen stewart charliz theron chris hemsworth sam claflin rupert sander evil queen marri king perform violent coup king murder daughter snow white taken captiv almost decad later grown snow white still clutch queen order obtain immort evil queen need heart snow white snow escap castl queen send huntsman find dark forest
102651,Maleficent,malefic fantasi adventur action famili romanc fairi tale villain sleep beauti dark fantasi base on fairi tale adapt retel literari adapt 3d angelina joli ell fan sharlto copley sam riley robert stromberg untold stori disney icon villain 1959 classic sleep beauti beauti pure heart young woman malefic idyl life grow peaceabl forest kingdom one day invad armi threaten harmoni land malefic rise land fiercest protector ultim suffer ruthless betray act begin turn heart stone bent reveng malefic face epic battl invad king successor result place curs upon newborn infant aurora child grow malefic realiz aurora hold key peac kingdom malefic true happi well
119450,Dawn of the Planet of the Apes,dawn planet ape scienc fiction action drama thriller leader coloni post-apocalypt dystopia forest sequel wood ape scientist monkey medic research anim attack plagu 3d andi serki jason clark gari oldman keri russel matt reev group scientist san francisco struggl stay aliv aftermath plagu wipe human caesar tri maintain domin communiti intellig ape
